Date,Open,High,Low,Close,Adj Close,Volume
2019-08-05,151.589996,156.600006,148.570007,155.479996,144.385147,6307000
2019-08-12,155.559998,156.690002,152.050003,155.440002,144.348022,4646600
2019-08-19,155.630005,159.259995,155.380005,157.029999,145.824585,4598200
2019-08-26,157.529999,161.410004,156.649994,158.479996,147.891205,5511600
2019-09-02,158.479996,162.199997,157.240005,158.979996,148.357803,4340300
2019-09-09,158.509995,158.550003,148.020004,148.570007,138.643372,9066500
2019-09-16,147.550003,154.589996,147.000000,153.940002,143.654572,7812900
2019-09-23,154.330002,156.619995,152.630005,153.779999,143.505249,4364000
2019-09-30,153.800003,157.529999,153.130005,157.509995,146.985992,4354800
2019-10-07,156.949997,158.449997,154.070007,155.309998,144.932983,3935000
2019-10-14,156.070007,157.169998,151.279999,153.070007,142.842712,4130700
2019-10-21,152.860001,153.919998,142.169998,143.309998,133.734802,6293700
2019-10-28,144.100006,147.800003,140.490005,143.070007,133.510834,6153900
2019-11-04,143.050003,143.490005,139.100006,140.970001,131.551147,4491600
2019-11-11,141.149994,147.229996,140.100006,145.750000,136.011795,4348200
2019-11-18,145.399994,149.919998,145.000000,146.839996,137.028946,3968700
2019-11-25,147.000000,149.679993,145.800003,148.160004,138.981201,4446000
2019-12-02,147.669998,150.750000,146.779999,149.250000,140.003647,3480000
2019-12-09,149.839996,150.389999,144.720001,147.149994,138.033737,3373200
2019-12-16,147.369995,148.139999,144.539993,147.440002,138.305817,5584300
2019-12-23,147.860001,147.929993,145.610001,147.619995,138.474625,1554100
2019-12-30,147.210007,147.809998,143.539993,145.259995,136.260834,2633600
2020-01-06,145.270004,148.410004,143.649994,148.130005,138.953049,4400100
2020-01-13,148.339996,151.229996,147.169998,150.850006,141.504562,4218300
2020-01-20,151.089996,154.830002,150.770004,154.679993,145.097275,2552100
2020-01-27,154.119995,159.830002,150.949997,155.169998,145.556915,5475700
2020-02-03,155.770004,156.539993,151.690002,156.050003,146.382416,3851900
2020-02-10,156.410004,160.589996,156.410004,160.339996,150.406586,3548700
2020-02-17,159.919998,161.830002,158.350006,160.320007,150.387878,3613300
2020-02-24,159.389999,161.750000,141.009995,143.990005,135.723236,7402600
2020-03-02,144.320007,161.039993,144.320007,156.289993,147.317093,5717500
2020-03-09,150.149994,154.949997,131.389999,139.839996,131.811523,8582100
2020-03-16,128.460007,144.589996,111.580002,117.730003,110.970879,11251500
2020-03-23,117.750000,135.509995,109.879997,130.839996,123.328201,8405500
2020-03-30,133.289993,140.470001,127.750000,139.770004,131.745529,8526900
2020-04-06,143.550003,147.350006,138.059998,143.910004,135.647827,4394700
2020-04-13,143.199997,147.770004,141.130005,146.460007,138.051407,7159000
